rm_id_a,rm_id_b,avg_eligibility_score_shared,n_shared_sub_industry,total_approved_credit_shared,n_customers_shared,n_shared_industry,jaccard,n_shared_region,shared_segments,score_gap
RM0188,RM0215,0.73,4,275000000.0,2,4,0.05,4,1,0.05005228758169933
RM0188,RM0004,0.6668181818181818,4,2550000000.0,11,4,0.19047619047619047,4,4,0.0483015873015874
RM0188,RM0180,0.6525,3,1225000000.0,4,3,0.11764705882352941,4,2,0.020027777777777866
RM0188,RM0239,0.687,3,1275000000.0,4,5,0.1,4,2,0.07325396825396824
RM0188,RM0159,0.68,2,450000000.0,4,3,0.18181818181818182,3,2,0.050111111111111106
RM0188,RM0048,0.6738571428571428,3,1525000000.0,7,3,0.1875,3,3,0.06420202020202026
RM0188,RM0040,0.699,4,925000000.0,4,5,0.1,4,2,0.0053888888888887765
RM0188,RM0011,0.6050000000000001,2,1000000000.0,4,4,0.1111111111111111,4,2,0.026803418803418855
RM0188,RM0172,0.716,3,175000000.0,2,4,0.045454545454545456,4,1,0.031923611111111194
RM0188,RM0071,0.601,3,350000000.0,2,4,0.0625,4,1,0.05441111111111119
RM0188,RM0162,0.6761999999999999,5,500000000.0,5,4,0.11764705882352941,4,2,0.036111111111111094
RM0188,RM0109,0.685,4,675000000.0,4,5,0.1111111111111111,4,2,0.0260555555555555
RM0188,RM0143,0.7195,2,375000000.0,2,4,0.06666666666666667,3,1,0.005111111111111177
RM0188,RM0108,0.7028888888888889,4,1375000000.0,9,5,0.13043478260869565,4,3,0.0543111111111112
RM0188,RM0030,0.605,5,400000000.0,4,4,0.15384615384615385,3,2,0.025111111111111195
RM0188,RM0017,0.6725,3,1150000000.0,2,3,0.06666666666666667,3,1,0.025236111111111126
RM0188,RM0021,0.6376666666666666,6,2075000000.0,9,5,0.2857142857142857,3,4,0.048111111111111104
RM0188,RM0203,0.6794285714285715,4,1250000000.0,7,5,0.12,4,3,0.08665656565656576
RM0188,RM0056,0.6265000000000001,4,100000000.0,2,4,0.0625,4,1,0.011747474747474729
RM0188,RM0248,0.583,3,2150000000.0,5,4,0.09523809523809523,4,2,0.018763888888888802
RM0188,RM0081,0.7195,3,1975000000.0,4,5,0.1111111111111111,4,2,0.005803418803418836
RM0188,RM0197,0.5525,4,75000000.0,2,5,0.05,4,1,0.016177777777777846
RM0188,RM0210,0.6798333333333334,3,1300000000.0,6,5,0.125,4,2,0.06711111111111112
RM0188,RM0023,0.6935,1,150000000.0,2,3,0.07142857142857142,4,1,0.012825396825396851
RM0188,RM0115,0.7085,2,175000000.0,2,4,0.07692307692307693,3,1,0.0812222222222222
RM0188,RM0049,0.6492499999999999,4,300000000.0,4,5,0.07692307692307693,4,2,0.037527777777777716
RM0188,RM0026,0.6193333333333334,1,650000000.0,3,5,0.07142857142857142,3,1,0.059236111111111156
RM0188,RM0072,0.68625,3,500000000.0,4,4,0.13333333333333333,4,2,0.011333333333333417
RM0188,RM0189,0.7615,3,575000000.0,2,5,0.05,4,1,0.08303418803418805
RM0188,RM0029,0.629375,4,625000000.0,8,5,0.21052631578947367,4,4,0.04699346405228766
RM0188,RM0177,0.6579999999999999,1,1075000000.0,2,3,0.07142857142857142,3,1,0.009825396825396848
RM0188,RM0001,0.633,2,1075000000.0,4,3,0.2222222222222222,2,2,0.11944444444444446
RM0188,RM0240,0.611,3,275000000.0,4,5,0.1111111111111111,4,2,0.0036944444444445557
RM0188,RM0191,0.616,3,150000000.0,3,4,0.08333333333333333,4,1,0.08005555555555555
RM0188,RM0175,0.5295,1,150000000.0,2,4,0.05263157894736842,3,1,0.0010555555555554763
RM0188,RM0252,0.7467142857142857,4,1400000000.0,7,5,0.16666666666666666,4,3,0.02871111111111113
RM0188,RM0231,0.649,3,1325000000.0,6,5,0.16666666666666666,4,3,0.0028888888888888298
RM0188,RM0150,0.6813333333333333,4,1325000000.0,6,4,0.2,4,3,0.01274747474747473
RM0188,RM0171,0.6125,5,50000000.0,2,5,0.05555555555555555,4,1,0.02577777777777779
RM0188,RM0055,0.7055,4,225000000.0,2,5,0.04,4,1,0.046795321637426945
RM0188,RM0058,0.6526,2,575000000.0,5,3,0.16666666666666666,3,2,0.01244444444444448
RM0188,RM0007,0.74825,3,975000000.0,4,4,0.1111111111111111,4,2,0.052825396825396886
RM0188,RM0059,0.61375,6,575000000.0,4,5,0.08695652173913043,4,2,0.047581699346405215
RM0188,RM0216,0.5963333333333333,5,525000000.0,6,5,0.08333333333333333,4,2,0.041206349206349246
RM0188,RM0238,0.6935,1,1075000000.0,4,4,0.125,4,2,0.011888888888888838
RM0188,RM0013,0.5657142857142857,3,1250000000.0,7,4,0.1875,4,3,0.01356565656565667
RM0188,RM0003,0.6131249999999999,4,625000000.0,8,3,0.2,3,3,0.0335252525252524
RM0188,RM0141,0.474,1,0.0,2,4,0.058823529411764705,4,1,0.022565656565656678
RM0188,RM0054,0.611,3,150000000.0,4,3,0.125,4,2,0.015070707070707012
RM0188,RM0161,0.7135,4,200000000.0,2,5,0.05263157894736842,4,1,0.05103418803418813
RM0188,RM0036,0.6555,3,350000000.0,4,4,0.09090909090909091,4,2,0.05123611111111115
RM0188,RM0229,0.6165,2,75000000.0,2,4,0.043478260869565216,4,1,0.03505847953216379
RM0188,RM0166,0.7376666666666667,3,900000000.0,3,4,0.05555555555555555,4,1,0.07971111111111118
RM0188,RM0251,0.657,4,750000000.0,2,5,0.045454545454545456,4,1,0.05958169934640534
RM0188,RM0221,0.641,2,150000000.0,4,3,0.2,3,2,0.04036111111111118
RM0188,RM0020,0.6655,3,350000000.0,4,4,0.14285714285714285,3,2,0.047236111111111145
RM0188,RM0083,0.658,3,175000000.0,2,4,0.047619047619047616,4,1,0.015577777777777913
RM0188,RM0223,0.66375,3,450000000.0,4,4,0.14285714285714285,3,2,0.07976388888888886
RM0188,RM0095,0.6167999999999999,3,300000000.0,5,4,0.1111111111111111,4,2,0.06972222222222213
RM0188,RM0148,0.6775000000000001,4,1375000000.0,6,4,0.1875,4,3,0.053565656565656705
RM0188,RM0094,0.622,2,1150000000.0,3,5,0.058823529411764705,4,1,0.002838383838383862
RM0188,RM0246,0.6962499999999999,4,625000000.0,8,4,0.3076923076923077,3,4,0.08181111111111117
RM0188,RM0091,0.6456666666666667,3,225000000.0,3,4,0.05,4,1,0.06411111111111112
RM0188,RM0225,0.557,3,1000000000.0,3,5,0.0625,4,1,0.07011111111111112
RM0188,RM0051,0.628,3,75000000.0,2,4,0.07142857142857142,3,1,0.010825396825396849
RM0188,RM0133,0.5736666666666667,3,250000000.0,3,3,0.09090909090909091,3,1,0.006311111111111156
RM0188,RM0224,0.62225,4,725000000.0,4,5,0.125,4,2,0.027311111111111175
RM0188,RM0146,0.6749999999999999,3,650000000.0,3,5,0.047619047619047616,4,1,0.038875816993464096
RM0188,RM0134,0.67,5,1000000000.0,3,4,0.05,4,1,0.014039682539682574
RM0188,RM0096,0.6395,3,950000000.0,4,4,0.125,4,2,0.023027777777777758
RM0188,RM0016,0.6808571428571428,5,950000000.0,7,4,0.16666666666666666,3,3,0.00439682539682551
RM0188,RM0202,0.6549999999999999,4,1600000000.0,9,5,0.1875,4,3,0.042468253968254044
RM0188,RM0232,0.6913333333333332,3,1275000000.0,6,5,0.13636363636363635,4,3,0.06577777777777782
RM0188,RM0145,0.5862499999999999,4,1875000000.0,8,5,0.13636363636363635,4,3,0.014000000000000012
RM0188,RM0065,0.5515,4,100000000.0,2,5,0.05263157894736842,4,1,0.0631880341880342
RM0188,RM0027,0.6333333333333333,5,250000000.0,3,4,0.038461538461538464,4,1,0.023974747474747482
RM0188,RM0152,0.5003333333333333,3,150000000.0,3,5,0.05555555555555555,3,1,0.003638888888888858
RM0188,RM0170,0.6523333333333333,5,1625000000.0,6,5,0.13043478260869565,4,3,0.015461111111111148
RM0188,RM0124,0.614,2,750000000.0,2,4,0.058823529411764705,4,1,0.009611111111111126
RM0188,RM0077,0.748,2,275000000.0,2,3,0.07142857142857142,4,1,0.03453968253968254
RM0188,RM0155,0.6495,2,250000000.0,2,5,0.07142857142857142,4,1,0.05174603174603176
RM0188,RM0113,0.639,1,650000000.0,3,5,0.06666666666666667,4,1,0.08573611111111112
RM0188,RM0187,0.7115,2,1150000000.0,2,3,0.0625,4,1,0.014222222222222247
RM0188,RM0164,0.6910000000000001,2,1100000000.0,2,3,0.08333333333333333,3,1,0.002488888888888874
RM0188,RM0135,0.603,3,75000000.0,2,4,0.06666666666666667,4,1,0.014000000000000012
RM0188,RM0153,0.577,5,825000000.0,4,4,0.11764705882352941,3,2,0.004803418803418835
RM0188,RM0206,0.6094999999999999,4,300000000.0,2,5,0.05,4,1,0.045396825396825435
RM0188,RM0119,0.7222500000000001,3,650000000.0,4,5,0.125,3,2,0.09531111111111112
RM0188,RM0217,0.6103333333333333,3,1150000000.0,3,5,0.058823529411764705,4,1,0.011211111111111172
RM0188,RM0022,0.748,3,1675000000.0,4,5,0.09523809523809523,4,2,0.10234640522875826
RM0188,RM0142,0.62425,4,425000000.0,4,4,0.13333333333333333,4,2,0.020188888888888812
RM0188,RM0079,0.6891428571428572,3,925000000.0,7,5,0.16666666666666666,4,3,0.05132539682539683
RM0188,RM0067,0.6605,4,1375000000.0,8,4,0.17647058823529413,4,3,0.016418803418803418
RM0188,RM0047,0.6718888888888889,5,1925000000.0,9,5,0.18181818181818182,4,4,0.012777777777777777
RM0188,RM0196,0.683,3,400000000.0,2,3,0.07142857142857142,4,1,0.03260317460317452
RM0188,RM0062,0.663,1,1150000000.0,2,4,0.06666666666666667,4,1,0.07386111111111116
RM0188,RM0068,0.447,2,0.0,2,3,0.07142857142857142,4,1,0.0431111111111111
RM0188,RM0080,0.724,2,300000000.0,2,4,0.05555555555555555,4,1,0.0418383838383839
RM0188,RM0010,0.7669999999999999,3,175000000.0,2,3,0.07692307692307693,4,1,0.010111111111111182
RM0188,RM0032,0.6064,2,600000000.0,5,4,0.10526315789473684,4,2,0.02417361111111116
RM0188,RM0024,0.6685,4,250000000.0,2,5,0.047619047619047616,4,1,0.0698968253968254
RM0188,RM0228,0.7184999999999999,3,575000000.0,2,3,0.07142857142857142,4,1,0.039111111111111097
RM0188,RM0167,0.714,4,250000000.0,2,5,0.045454545454545456,4,1,0.056640522875817
RM0188,RM0064,0.6412000000000001,2,400000000.0,5,5,0.125,4,2,0.006138888888888805
RM0188,RM0194,0.70875,4,1200000000.0,4,5,0.11764705882352941,4,2,0.04386111111111113
RM0188,RM0043,0.585,3,900000000.0,4,4,0.18181818181818182,3,2,0.032711111111111135
RM0188,RM0245,0.6925,3,1100000000.0,2,5,0.05263157894736842,4,1,0.06465811965811963
RM0188,RM0103,0.6065,3,1000000000.0,2,4,0.07692307692307693,4,1,0.06644444444444453
RM0188,RM0046,0.6573333333333333,4,350000000.0,3,5,0.047619047619047616,3,1,0.07511111111111113
RM0188,RM0178,0.6616666666666666,3,1575000000.0,6,5,0.1,4,2,0.052298611111111115
RM0188,RM0125,0.6375,2,75000000.0,2,4,0.0625,4,1,0.0785111111111112
RM0188,RM0099,0.6895,2,1075000000.0,2,5,0.058823529411764705,4,1,0.08577777777777784
RM0188,RM0160,0.6515,5,100000000.0,2,5,0.05555555555555555,4,1,0.09095726495726497
RM0188,RM0198,0.6527499999999999,4,1075000000.0,8,5,0.18181818181818182,4,4,0.06553968253968256
RM0188,RM0165,0.6891999999999999,3,825000000.0,5,3,0.16666666666666666,3,2,0.024222222222222256
RM0188,RM0088,0.6819999999999999,2,75000000.0,2,5,0.045454545454545456,4,1,0.03486111111111112
RM0188,RM0186,0.638,4,575000000.0,7,5,0.17647058823529413,4,3,0.03644444444444439
RM0188,RM0078,0.672,4,350000000.0,3,5,0.05,4,1,0.028611111111111143
RM0188,RM0041,0.6686666666666667,2,450000000.0,3,3,0.07142857142857142,4,1,0.02774603174603174
RM0188,RM0137,0.6688,3,450000000.0,5,5,0.08,4,2,0.037065656565656635
RM0188,RM0074,0.6605000000000001,2,300000000.0,2,4,0.06666666666666667,4,1,0.0779861111111112
RM0188,RM0176,0.6984285714285713,3,875000000.0,7,5,0.15789473684210525,4,3,0.04564444444444449
RM0188,RM0090,0.7271666666666667,4,750000000.0,6,5,0.15,4,3,0.062244444444444436
RM0188,RM0118,0.663,4,150000000.0,2,4,0.047619047619047616,4,1,0.05932539682539684
RM0126,RM0074,0.6755,3,1100000000.0,2,5,0.05263157894736842,4,1,0.07829166666666665
RM0126,RM0127,0.67275,5,1650000000.0,4,6,0.08695652173913043,4,2,0.0012023809523808993
RM0126,RM0031,0.6325,6,1000000000.0,4,6,0.08695652173913043,4,2,0.01777380952380936
RM0126,RM0042,0.6348333333333334,4,1475000000.0,6,6,0.13636363636363635,4,3,0.009130952380952406
RM0126,RM0053,0.6880000000000001,5,1200000000.0,4,5,0.08695652173913043,4,2,0.01633974358974355
RM0126,RM0086,0.7084999999999999,4,950000000.0,2,5,0.05263157894736842,3,1,0.04504166666666665
RM0126,RM0261,0.613,4,1500000000.0,2,4,0.05555555555555555,3,1,0.0717023809523809
RM0126,RM0253,0.6238333333333334,6,2600000000.0,6,6,0.11538461538461539,4,3,0.03341666666666654
RM0126,RM0185,0.7132499999999999,4,650000000.0,4,5,0.09090909090909091,4,2,0.029999999999999916
RM0126,RM0002,0.6195,6,1100000000.0,6,6,0.13636363636363635,4,3,0.06681666666666664
RM0126,RM0130,0.66675,3,1150000000.0,4,6,0.09523809523809523,4,2,0.0027803030303029663
RM0126,RM0005,0.7555000000000001,3,125000000.0,2,3,0.05,4,1,0.10391666666666655
RM0126,RM0050,0.7415,5,575000000.0,2,6,0.043478260869565216,4,1,0.08949358974358967
RM0126,RM0019,0.7613333333333333,6,1400000000.0,3,6,0.041666666666666664,4,1,0.05714999999999992
RM0126,RM0204,0.6677500000000001,6,450000000.0,4,6,0.07142857142857142,4,2,0.04176666666666662
RM0126,RM0076,0.627,2,75000000.0,2,3,0.06666666666666667,2,1,0.03616666666666657
RM0126,RM0200,0.645,6,500000000.0,2,6,0.04,4,1,0.02691666666666659
RM0126,RM0234,0.6445000000000001,3,175000000.0,2,5,0.05,3,1,0.0001166666666665428
RM0126,RM0063,0.6805,4,1250000000.0,2,4,0.05,3,1,0.027416666666666645
RM0126,RM0009,0.7455,3,225000000.0,2,6,0.05,4,1,0.07441666666666669
RM0126,RM0015,0.726,3,575000000.0,2,4,0.05,4,1,0.0739722222222221
RM0126,RM0190,0.582,3,50000000.0,2,5,0.05263157894736842,4,1,0.012383333333333413
RM0126,RM0154,0.6636,5,925000000.0,5,6,0.06451612903225806,4,2,0.06305303030303033
RM0126,RM0087,0.6819999999999999,5,150000000.0,2,5,0.043478260869565216,4,1,0.06387820512820497
RM0126,RM0168,0.6232857142857142,6,1850000000.0,7,6,0.13043478260869565,4,3,0.02788333333333326
RM0126,RM0082,0.6641666666666667,6,2625000000.0,6,6,0.125,4,3,0.044883333333333275
RM0126,RM0226,0.72,3,1200000000.0,2,3,0.06666666666666667,3,1,0.0429166666666666
RM0126,RM0038,0.70375,7,975000000.0,4,6,0.07142857142857142,4,2,0.019616666666666616
RM0126,RM0151,0.6134999999999999,4,250000000.0,2,6,0.047619047619047616,4,1,0.0540166666666666
RM0126,RM0157,0.6363333333333333,4,1050000000.0,6,4,0.16666666666666666,3,3,0.03761666666666652
RM0126,RM0110,0.6845,3,150000000.0,2,4,0.05555555555555555,4,1,0.009416666666666629
RM0126,RM0128,0.6774999999999999,6,1900000000.0,6,6,0.1111111111111111,4,3,0.013627192982456071
RM0126,RM0173,0.5720000000000001,3,1000000000.0,2,3,0.0625,3,1,0.024816666666666598
RM0126,RM0256,0.7344999999999999,3,550000000.0,4,6,0.1,4,2,0.09411666666666663
RM0126,RM0138,0.6675,3,1375000000.0,4,6,0.09090909090909091,4,2,0.03572435897435888
RM0126,RM0116,0.7585,3,1500000000.0,2,5,0.05263157894736842,4,1,0.08141666666666658
RM0126,RM0233,0.61575,6,750000000.0,4,5,0.08695652173913043,4,2,0.046339743589743465
RM0126,RM0163,0.7314,4,2375000000.0,5,6,0.09090909090909091,3,2,0.005749999999999922
RM0126,RM0097,0.6533636363636364,8,4850000000.0,11,5,0.2777777777777778,4,5,0.051955128205128154
RM0126,RM0117,0.71,5,275000000.0,2,5,0.05,4,1,0.01041666666666663
RM0126,RM0242,0.7063333333333334,2,850000000.0,3,3,0.06666666666666667,3,1,0.08824999999999994
RM0126,RM0092,0.6555,1,300000000.0,2,3,0.0625,4,1,0.06574999999999998
RM0126,RM0183,0.6578333333333334,5,2050000000.0,6,6,0.125,4,3,0.057791666666666575
RM0126,RM0105,0.46950000000000003,6,0.0,2,5,0.047619047619047616,4,1,0.019916666666666583
RM0126,RM0192,0.7609999999999999,3,175000000.0,2,2,0.07142857142857142,2,1,0.09708333333333319
RM0126,RM0215,0.7895,3,150000000.0,2,5,0.041666666666666664,4,1,0.050357843137254776
RM0126,RM0004,0.5488000000000001,6,300000000.0,5,5,0.07407407407407407,4,2,0.04860714285714285
RM0126,RM0025,0.7062000000000002,5,1875000000.0,5,4,0.1111111111111111,4,2,0.0030277777777778514
RM0126,RM0180,0.6716,5,2175000000.0,5,4,0.09523809523809523,4,2,0.020333333333333314
RM0126,RM0239,0.7184000000000001,6,5600000000.0,10,6,0.23809523809523808,4,5,0.07355952380952369
RM0126,RM0048,0.68975,4,875000000.0,4,4,0.09523809523809523,3,2,0.06450757575757571
RM0126,RM0040,0.6176250000000001,5,2275000000.0,8,6,0.18181818181818182,4,4,0.005083333333333329
RM0126,RM0011,0.6623749999999999,7,2525000000.0,8,5,0.2,4,4,0.027108974358974303
RM0126,RM0172,0.6719999999999999,6,75000000.0,2,5,0.038461538461538464,4,1,0.03222916666666664
RM0126,RM0071,0.6415,2,1750000000.0,2,4,0.05,4,1,0.054716666666666636
RM0126,RM0028,0.7405,5,3100000000.0,4,5,0.10526315789473684,3,2,0.1040833333333332
RM0126,RM0162,0.6495,2,1350000000.0,4,5,0.09523809523809523,4,2,0.03641666666666654
RM0126,RM0109,0.598,3,1500000000.0,4,6,0.09090909090909091,4,2,0.02575000000000005
RM0126,RM0143,0.7215,4,600000000.0,2,5,0.05263157894736842,3,1,0.005416666666666625
RM0126,RM0108,0.65975,7,1900000000.0,4,6,0.07142857142857142,4,2,0.05461666666666665
RM0126,RM0030,0.62,2,350000000.0,4,4,0.11764705882352941,3,2,0.025416666666666643
RM0126,RM0017,0.6542500000000001,4,675000000.0,4,4,0.1111111111111111,3,2,0.025541666666666574
RM0126,RM0250,0.6785,5,800000000.0,2,5,0.047619047619047616,4,1,0.02549242424242426
RM0126,RM0084,0.8180000000000001,3,575000000.0,2,4,0.05555555555555555,2,1,0.11529166666666657
RM0126,RM0248,0.6445,5,925000000.0,4,5,0.08,4,2,0.018458333333333354
RM0126,RM0081,0.5845,6,1175000000.0,4,6,0.09090909090909091,4,2,0.006108974358974284
RM0126,RM0197,0.746,2,1475000000.0,4,6,0.041666666666666664,4,1,0.016483333333333294
RM0126,RM0115,0.559,3,175000000.0,4,4,0.125,3,2,0.08091666666666675
RM0126,RM0023,0.6635,3,1500000000.0,2,4,0.05555555555555555,4,1,0.013130952380952299
RM0126,RM0049,0.7238,9,3500000000.0,10,6,0.14285714285714285,4,4,0.03783333333333316
RM0126,RM0026,0.6915,6,1075000000.0,2,6,0.05555555555555555,3,1,0.059541666666666604
RM0126,RM0189,0.7333749999999999,6,3625000000.0,8,6,0.19047619047619047,4,4,0.0833397435897435
RM0126,RM0029,0.66275,7,1175000000.0,4,6,0.08,4,2,0.04729901960784311
RM0126,RM0244,0.6955,4,1150000000.0,2,4,0.05555555555555555,3,1,0.01584523809523808
RM0126,RM0001,0.606,1,200000000.0,2,3,0.07142857142857142,2,1,0.11974999999999991
RM0126,RM0240,0.556,1,1000000000.0,2,6,0.043478260869565216,4,1,0.0040000000000000036
RM0126,RM0114,0.6935,6,575000000.0,2,5,0.047619047619047616,3,1,0.0682348484848484
RM0126,RM0093,0.7805,6,1400000000.0,4,5,0.1,4,2,0.06258333333333321
RM0126,RM0175,0.6446666666666666,8,875000000.0,6,5,0.14285714285714285,3,3,0.0007500000000000284
RM0126,RM0252,0.6368333333333334,6,1900000000.0,6,6,0.13636363636363635,4,3,0.02901666666666658
RM0126,RM0231,0.6755,4,2100000000.0,4,6,0.08695652173913043,4,2,0.002583333333333382
RM0126,RM0150,0.6624000000000001,4,1200000000.0,5,5,0.1,4,2,0.013053030303030178
RM0126,RM0171,0.6515,3,675000000.0,4,6,0.09523809523809523,4,2,0.026083333333333236
RM0126,RM0055,0.6950000000000001,6,4400000000.0,8,6,0.15384615384615385,4,4,0.04710087719298239
RM0126,RM0156,0.746,4,375000000.0,2,5,0.041666666666666664,4,1,0.06220238095238095
RM0126,RM0238,0.5765,4,275000000.0,4,5,0.1,4,2,0.01158333333333339
RM0126,RM0007,0.6557499999999999,3,825000000.0,4,5,0.09090909090909091,4,2,0.053130952380952334
RM0126,RM0059,0.709,6,675000000.0,6,6,0.11538461538461539,4,3,0.04788725490196066
RM0126,RM0216,0.6917777777777778,6,4900000000.0,9,5,0.15384615384615385,4,4,0.041511904761904694
RM0126,RM0003,0.4683333333333333,3,0.0,3,4,0.047619047619047616,3,1,0.033219696969696955
RM0126,RM0013,0.6672500000000001,4,1825000000.0,4,5,0.09523809523809523,4,2,0.013871212121212118
RM0126,RM0058,0.685,3,1350000000.0,4,4,0.125,3,2,0.012749999999999928
RM0126,RM0141,0.6616000000000001,5,575000000.0,5,5,0.1,4,2,0.022871212121212126
RM0126,RM0054,0.63325,4,400000000.0,4,4,0.1,4,2,0.014765151515151564
RM0126,RM0161,0.618,4,100000000.0,2,6,0.043478260869565216,4,1,0.05133974358974358
RM0126,RM0227,0.71,4,700000000.0,2,6,0.045454545454545456,4,1,0.05974999999999997
RM0126,RM0036,0.6815,7,1250000000.0,10,5,0.21739130434782608,4,5,0.0515416666666666
RM0126,RM0229,0.72175,5,1425000000.0,4,5,0.07692307692307693,4,2,0.03536403508771924
RM0126,RM0158,0.724,2,1150000000.0,2,3,0.05555555555555555,4,1,0.0418452380952381
RM0126,RM0251,0.7495,7,575000000.0,2,6,0.038461538461538464,4,1,0.059887254901960785
RM0126,RM0083,0.7170000000000001,4,1675000000.0,4,5,0.08333333333333333,4,2,0.01588333333333336
RM0126,RM0095,0.527,5,1300000000.0,6,5,0.14285714285714285,4,3,0.06941666666666668
RM0126,RM0223,0.658,5,1400000000.0,6,5,0.17647058823529413,3,3,0.07945833333333341
RM0126,RM0148,0.6212500000000001,4,950000000.0,4,4,0.09523809523809523,4,2,0.05387121212121215
RM0126,RM0214,0.5827499999999999,2,650000000.0,4,4,0.1,4,2,0.022883333333333367
RM0126,RM0035,0.74725,3,375000000.0,4,6,0.10526315789473684,4,2,0.09574999999999989
RM0126,RM0247,0.6449999999999999,6,550000000.0,4,6,0.08,4,2,0.019729166666666575
RM0126,RM0246,0.5720000000000001,2,100000000.0,2,4,0.05,3,1,0.08211666666666662
RM0126,RM0091,0.71575,5,700000000.0,4,5,0.08695652173913043,4,2,0.06441666666666657
RM0126,RM0225,0.7055,4,1100000000.0,2,6,0.05,4,1,0.07041666666666657
RM0126,RM0258,0.7165,2,1750000000.0,2,3,0.07142857142857142,2,1,0.06908333333333316
RM0126,RM0224,0.6475,4,1100000000.0,2,6,0.047619047619047616,4,1,0.027616666666666623
RM0126,RM0207,0.5675,3,200000000.0,2,6,0.05,4,1,0.02891666666666659
RM0126,RM0237,0.58775,4,500000000.0,4,5,0.1,4,2,0.02241666666666664
RM0126,RM0096,0.6475714285714285,6,1050000000.0,7,5,0.15789473684210525,4,3,0.023333333333333206
RM0126,RM0202,0.6839999999999999,6,575000000.0,4,6,0.09523809523809523,4,2,0.04277380952380949
RM0126,RM0016,0.654,6,1325000000.0,6,5,0.13636363636363635,3,3,0.004702380952380958
RM0126,RM0232,0.6873333333333332,8,1575000000.0,6,6,0.11538461538461539,4,3,0.06608333333333327
RM0126,RM0145,0.6495,6,1100000000.0,2,6,0.03571428571428571,4,1,0.01430555555555546
RM0126,RM0065,0.718,5,975000000.0,4,6,0.09090909090909091,4,2,0.06349358974358965
RM0126,RM0152,0.738,3,1050000000.0,2,6,0.045454545454545456,3,1,0.0033333333333334103
RM0126,RM0027,0.59975,6,1600000000.0,4,5,0.06896551724137931,4,2,0.02428030303030293
RM0126,RM0102,0.70225,3,1800000000.0,4,4,0.11764705882352941,3,2,0.05827380952380945
RM0126,RM0018,0.6999999999999998,5,350000000.0,3,5,0.05263157894736842,4,1,0.010972222222222161
RM0126,RM0124,0.627,3,1500000000.0,2,5,0.047619047619047616,4,1,0.009916666666666574
RM0126,RM0077,0.736,4,1075000000.0,2,4,0.05555555555555555,4,1,0.034845238095237985
RM0126,RM0113,0.8009999999999999,4,1075000000.0,2,6,0.05263157894736842,4,1,0.08604166666666657
RM0126,RM0187,0.6705,4,950000000.0,2,4,0.05,4,1,0.014527777777777695
RM0126,RM0164,0.6653333333333333,3,2675000000.0,6,4,0.21428571428571427,3,3,0.002183333333333426
RM0126,RM0206,0.7732500000000001,4,450000000.0,4,6,0.08695652173913043,4,2,0.04570238095238088
RM0126,RM0073,0.7145,7,600000000.0,2,5,0.041666666666666664,4,1,0.11205952380952366
RM0126,RM0119,0.632,4,150000000.0,2,6,0.047619047619047616,3,1,0.09561666666666657
RM0126,RM0022,0.6792499999999999,5,2950000000.0,8,6,0.17391304347826086,4,4,0.10265196078431371
RM0126,RM0254,0.6775,2,1200000000.0,2,4,0.058823529411764705,2,1,0.035083333333333244
RM0126,RM0079,0.71025,6,750000000.0,4,6,0.08695652173913043,4,2,0.05163095238095228
RM0126,RM0067,0.623,4,1700000000.0,8,5,0.2,4,4,0.016724358974358866
RM0126,RM0070,0.706,4,1500000000.0,2,5,0.05,4,1,0.006527777777777799
RM0126,RM0047,0.5449999999999999,6,100000000.0,2,6,0.034482758620689655,4,1,0.013083333333333225
RM0126,RM0196,0.67475,3,575000000.0,4,4,0.11764705882352941,4,2,0.032297619047619075
RM0126,RM0062,0.7649999999999999,4,1250000000.0,2,5,0.05263157894736842,4,1,0.0741666666666666
RM0126,RM0080,0.617,4,300000000.0,4,5,0.09523809523809523,4,2,0.042143939393939345
RM0126,RM0024,0.6361249999999999,5,1575000000.0,8,6,0.18181818181818182,4,4,0.07020238095238085
RM0126,RM0046,0.6910000000000001,5,650000000.0,4,6,0.08333333333333333,3,2,0.07541666666666658
RM0126,RM0032,0.5800000000000001,5,1700000000.0,5,5,0.08695652173913043,4,2,0.024479166666666607
RM0126,RM0167,0.6652857142857143,6,1325000000.0,7,6,0.125,4,3,0.05694607843137245
RM0126,RM0228,0.7175,2,650000000.0,2,3,0.05555555555555555,4,1,0.039416666666666544
RM0126,RM0194,0.6145,5,150000000.0,2,6,0.045454545454545456,4,1,0.044166666666666576
RM0126,RM0064,0.739,3,400000000.0,2,6,0.047619047619047616,4,1,0.005833333333333357
RM0126,RM0245,0.5523333333333333,6,1300000000.0,6,6,0.14285714285714285,4,3,0.06435256410256418
RM0126,RM0006,0.6779999999999999,4,1050000000.0,2,3,0.058823529411764705,3,1,0.06298809523809523
RM0126,RM0178,0.678,3,975000000.0,4,6,0.08333333333333333,4,2,0.05260416666666656
RM0126,RM0125,0.716,4,1100000000.0,4,5,0.10526315789473684,4,2,0.07881666666666665
RM0126,RM0099,0.6679999999999999,5,400000000.0,2,6,0.047619047619047616,4,1,0.08608333333333329
RM0126,RM0160,0.708,3,400000000.0,2,5,0.045454545454545456,4,1,0.09126282051282042
RM0126,RM0198,0.6729999999999999,7,2275000000.0,10,6,0.2,4,5,0.06584523809523801
RM0126,RM0209,0.7075,4,1150000000.0,2,4,0.05555555555555555,4,1,0.07452777777777775
